RL23A_MOUSE,P62751,RL23A_MOUSE,Rpl23a,,,,
RS25_MOUSE,P62852,RS25_MOUSE,Rps25,,,,
RS19_MOUSE,Q9CZX8,RS19_MOUSE,Rps19,,,,
RLA2_MOUSE,P99027,RLA2_MOUSE,Rplp2,,,,
RS11_MOUSE,P62281,RS11_MOUSE,Rps11,,,,
NPC2_MOUSE,Q9Z0J0,NPC2_MOUSE,Npc2,,,,
TBB4B_MOUSE,P68372,TBB4B_MOUSE,Tubb4b,,,,
PRDX2_MOUSE,Q61171,PRDX2_MOUSE,Prdx2,,,,
G6PI_MOUSE,P06745,G6PI_MOUSE,Gpi,,,,
TXND5_MOUSE,Q91W90,TXND5_MOUSE,Txndc5,,,,
AATC_MOUSE,P05201,AATC_MOUSE,Got1,,,,
PRS6B_MOUSE,P54775,PRS6B_MOUSE,Psmc4,,,,
RS4X_MOUSE,P62702,RS4X_MOUSE,Rps4x,,,,
HBBZ_MOUSE,P04444,HBBZ_MOUSE,Hbb-bh1,,,,
PAK2_MOUSE,Q8CIN4,PAK2_MOUSE,Pak2,,,,
PSD11_MOUSE,Q8BG32,PSD11_MOUSE,Psmd11,,,,
EFHD2_MOUSE,Q9D8Y0,EFHD2_MOUSE,Efhd2,,,,
GPX1_MOUSE,P11352,GPX1_MOUSE,Gpx1,,,,
GDIA_MOUSE,P50396,GDIA_MOUSE,Gdi1,,,,
PRS8_MOUSE,P62196,PRS8_MOUSE,Psmc5,,,,
ADHX_MOUSE,P28474,ADHX_MOUSE,Adh5,,,,
EIF3F_MOUSE,Q9DCH4,EIF3F_MOUSE,Eif3f,,,,
DNJB1_MOUSE,Q9QYJ3,DNJB1_MOUSE,Dnajb1,,,,
PSB1_MOUSE,O09061,PSB1_MOUSE,Psmb1,,,,
TCTP_MOUSE,P63028,TCTP_MOUSE,Tpt1,,,,
PSMD4_MOUSE,O35226,PSMD4_MOUSE,Psmd4,,,,
E41L1_MOUSE,Q9Z2H5,E41L1_MOUSE,Epb41l1,,,,
CATB_MOUSE,P10605,CATB_MOUSE,Ctsb,,,,
SYWC_MOUSE,P32921,SYWC_MOUSE,Wars1,,,,
NSF1C_MOUSE,Q9CZ44,NSF1C_MOUSE,Nsfl1c,,,,
1433F_MOUSE,P68510,1433F_MOUSE,Ywhah,,,,
RANG_MOUSE,P34022,RANG_MOUSE,Ranbp1,,,,
UBE2K_MOUSE,P61087,UBE2K_MOUSE,Ube2k,,,,
PSB2_MOUSE,Q9R1P3,PSB2_MOUSE,Psmb2,,,,
1433S_MOUSE,O70456,1433S_MOUSE,Sfn,,,,
SYHC_MOUSE,Q61035,HARS1_MOUSE,Hars1,,,,
C1QT1_MOUSE,Q9QXP7,C1QT1_MOUSE,C1qtnf1,,,,
FILA2_MOUSE,Q2VIS4,FILA2_MOUSE,Flg2,,,,
IDHC_MOUSE,O88844,IDHC_MOUSE,Idh1,,,,
ACTZ_MOUSE,P61164,ACTZ_MOUSE,Actr1a,,,,
FRIH_MOUSE,P09528,FRIH_MOUSE,Fth1,,,,
UBE2N_MOUSE,P61089,UBE2N_MOUSE,Ube2n,,,,
PSB6_MOUSE,Q60692,PSB6_MOUSE,Psmb6,,,,
NUDC_MOUSE,O35685,NUDC_MOUSE,Nudc,,,,
PSMD8_MOUSE,Q9CX56,PSMD8_MOUSE,Psmd8,,,,
ADT2_MOUSE,P51881,ADT2_MOUSE,Slc25a5,,,,
VAT1_MOUSE,Q62465,VAT1_MOUSE,Vat1,,,,
GNPI1_MOUSE,O88958,GNPI1_MOUSE,Gnpda1,,,,
MESD_MOUSE,Q9ERE7,MESD_MOUSE,Mesd,,,,
ZWINT_MOUSE,Q9CQU5,ZWINT_MOUSE,Zwint,,,,
KAP0_MOUSE,Q9DBC7,KAP0_MOUSE,Prkar1a,,,,
VTA1_MOUSE,Q9CR26,VTA1_MOUSE,Vta1,,,,
ASAP2_MOUSE,Q7SIG6,ASAP2_MOUSE,Asap2,,,,
ITB1_MOUSE,P09055,ITB1_MOUSE,Itgb1,,,,
IPYR_MOUSE,Q9D819,IPYR_MOUSE,Ppa1,,,,
UGDH_MOUSE,O70475,UGDH_MOUSE,Ugdh,,,,
ERF1_MOUSE,Q8BWY3,ERF1_MOUSE,Etf1,,,,
CISY_MOUSE,Q9CZU6,CISY_MOUSE,Cs,,,,
PP1A_MOUSE,P62137,PP1A_MOUSE,Ppp1ca,,,,
RL10_MOUSE,Q6ZWV3,RL10_MOUSE,Rpl10,,,,
CATD_MOUSE,P18242,CATD_MOUSE,Ctsd,,,,
DCTN2_MOUSE,Q99KJ8,DCTN2_MOUSE,Dctn2,,,,
MP2K1_MOUSE,P31938,MP2K1_MOUSE,Map2k1,,,,
RS18_MOUSE,P62270,RS18_MOUSE,Rps18,,,,
H12_MOUSE,P15864,H12_MOUSE,H1-2,,,,
MARE1_MOUSE,Q61166,MARE1_MOUSE,Mapre1,,,,
RAB7A_MOUSE,P51150,RAB7A_MOUSE,Rab7a,,,,
ECHA_MOUSE,Q8BMS1,ECHA_MOUSE,Hadha,,,,
VATB2_MOUSE,P62814,VATB2_MOUSE,Atp6v1b2,,,,
UCHL3_MOUSE,Q9JKB1,UCHL3_MOUSE,Uchl3,,,,
ACTN1_MOUSE,Q7TPR4,ACTN1_MOUSE,Actn1,,,,
CAZA2_MOUSE,P47754,CAZA2_MOUSE,Capza2,,,,
LYZ2_MOUSE,P08905,LYZ2_MOUSE,Lyz2,,,,
CRYAB_MOUSE,P23927,CRYAB_MOUSE,Cryab,,,,
PEBP1_MOUSE,P70296,PEBP1_MOUSE,Pebp1,,,,
CHSP1_MOUSE,Q9CR86,CHSP1_MOUSE,Carhsp1,,,,
JUPI2_MOUSE,Q6PGH2,JUPI2_MOUSE,Jpt2,,,,
K2C1_MOUSE,P04104,K2C1_MOUSE,Krt1,,,,
TBA1B_MOUSE,P05213,TBA1B_MOUSE,Tuba1b,,,,
K1C42_MOUSE,Q6IFX2,K1C42_MOUSE,Krt42,,,,
RL7A_MOUSE,P12970,RL7A_MOUSE,Rpl7a,,,,
ANXA4_MOUSE,P97429,ANXA4_MOUSE,Anxa4,,,,
CKAP4_MOUSE,Q8BMK4,CKAP4_MOUSE,Ckap4,,,,
PLIN3_MOUSE,Q9DBG5,PLIN3_MOUSE,Plin3,,,,
RHOA_MOUSE,Q9QUI0,RHOA_MOUSE,Rhoa,,,,
F10A1_MOUSE,Q99L47,F10A1_MOUSE,St13,,,,
LMAN1_MOUSE,Q9D0F3,LMAN1_MOUSE,Lman1,,,,
RL5_MOUSE,P47962,RL5_MOUSE,Rpl5,,,,
DC1I2_MOUSE,O88487,DC1I2_MOUSE,Dync1i2,,,,
MLEC_MOUSE,Q6ZQI3,MLEC_MOUSE,Mlec,,,,
SURF4_MOUSE,Q64310,SURF4_MOUSE,Surf4,,,,
RS12_MOUSE,P63323,RS12_MOUSE,Rps12,,,,
GRP75_MOUSE,P38647,GRP75_MOUSE,Hspa9,,,,
ARL1_MOUSE,P61211,ARL1_MOUSE,Arl1,,,,
ASSY_MOUSE,P16460,ASSY_MOUSE,Ass1,,,,
RS10_MOUSE,P63325,RS10_MOUSE,Rps10,,,,
RS24_MOUSE,P62849,RS24_MOUSE,Rps24,,,,
RL38_MOUSE,Q9JJI8,RL38_MOUSE,Rpl38,,,,
H2B1B_MOUSE,Q64475,H2B1B_MOUSE,Hist1h2bb,,,,
RLA1_MOUSE,P47955,RLA1_MOUSE,Rplp1,,,,
FRIL1_MOUSE,P29391,FRIL1_MOUSE,Ftl1,,,,
RS13_MOUSE,P62301,RS13_MOUSE,Rps13,,,,
ES8L2_MOUSE,Q99K30,ES8L2_MOUSE,Eps8l2,,,,
GLRX3_MOUSE,Q9CQM9,GLRX3_MOUSE,Glrx3,,,,
KCY_MOUSE,Q9DBP5,KCY_MOUSE,Cmpk1,,,,
UFM1_MOUSE,P61961,UFM1_MOUSE,Ufm1,,,,
IF5_MOUSE,P59325,IF5_MOUSE,Eif5,,,,
PSME1_MOUSE,P97371,PSME1_MOUSE,Psme1,,,,
DYL1_MOUSE,P63168,DYL1_MOUSE,Dynll1,,,,
HMGN5_MOUSE,Q9JL35,HMGN5_MOUSE,Hmgn5,,,,
IF2P_MOUSE,Q05D44,IF2P_MOUSE,Eif5b,,,,
PA1B3_MOUSE,Q61205,PA1B3_MOUSE,Pafah1b3,,,,
DESP_MOUSE,E9Q557,DESP_MOUSE,Dsp,,,,
RL35A_MOUSE,O55142,RL35A_MOUSE,Rpl35a,,,,
ACTG_MOUSE,P63260,ACTG_MOUSE,Actg1,,,,
ACTB_MOUSE,P60710,ACTB_MOUSE,Actb,,,,
K1C10_MOUSE,P02535,K1C10_MOUSE,Krt10,,,,
HBA_MOUSE,P01942,HBA_MOUSE,Hba,,,,
K2C5_MOUSE,Q922U2,K2C5_MOUSE,Krt5,,,,
RL11_MOUSE,Q9CXW4,RL11_MOUSE,Rpl11,,,,
PDIA6_MOUSE,Q922R8,PDIA6_MOUSE,Pdia6,,,,
LEG9_MOUSE,O08573,LEG9_MOUSE,Lgals9,,,,
IF4A2_MOUSE,P10630,IF4A2_MOUSE,Eif4a2,,,,
RRBP1_MOUSE,Q99PL5,RRBP1_MOUSE,Rrbp1,,,,
EI3JA_MOUSE,Q3UGC7,EI3JA_MOUSE,Eif3j1,,,,
RS27L_MOUSE,Q6ZWY3,RS27L_MOUSE,Rps27l,,,,
H13_MOUSE,P43277,H13_MOUSE,H1-3,,,,
CALM3_MOUSE,P0DP28,CALM3_MOUSE,Calm3,,,,
CALM2_MOUSE,P0DP27,CALM2_MOUSE,Calm2,,,,
CALM1_MOUSE,P0DP26,CALM1_MOUSE,Calm1,,,,
IF4G1_MOUSE,Q6NZJ6,IF4G1_MOUSE,Eif4g1,,,,
PDIA4_MOUSE,P08003,PDIA4_MOUSE,Pdia4,,,,
RPN1_MOUSE,Q91YQ5,RPN1_MOUSE,Rpn1,,,,
OST48_MOUSE,O54734,OST48_MOUSE,Ddost,,,,
1433T_MOUSE,P68254,1433T_MOUSE,Ywhaq,,,,
SYLC_MOUSE,Q8BMJ2,SYLC_MOUSE,Lars1,,,,
SYSC_MOUSE,P26638,SYSC_MOUSE,Sars1,,,,
MVP_MOUSE,Q9EQK5,MVP_MOUSE,Mvp,,,,
HS71A_MOUSE,Q61696,HS71A_MOUSE,Hspa1a,,,,
HS71B_MOUSE,P17879,HS71B_MOUSE,Hspa1b,,,,
SYQ_MOUSE,Q8BML9,SYQ_MOUSE,Qars1,,,,
CAPG_MOUSE,P24452,CAPG_MOUSE,Capg,,,,
AIMP2_MOUSE,Q8R010,AIMP2_MOUSE,Aimp2,,,,
EF1D_MOUSE,P57776,EF1D_MOUSE,Eef1d,,,,
AT2A2_MOUSE,O55143,AT2A2_MOUSE,Atp2a2,,,,
IF2B_MOUSE,Q99L45,IF2B_MOUSE,Eif2s2,,,,
RL9_MOUSE,P51410,RL9_MOUSE,Rpl9,,,,
HS105_MOUSE,Q61699,HS105_MOUSE,Hsph1,,,,
UBA5_MOUSE,Q8VE47,UBA5_MOUSE,Uba5,,,,
GNAI2_MOUSE,P08752,GNAI2_MOUSE,Gnai2,,,,
4F2_MOUSE,P10852,4F2_MOUSE,Slc3a2,,,,
PSG22_MOUSE,Q810J1,PSG22_MOUSE,Psg22,,,,
IPO9_MOUSE,Q91YE6,IPO9_MOUSE,Ipo9,,,,
BZW1_MOUSE,Q9CQC6,BZW1_MOUSE,Bzw1,,,,
RS6_MOUSE,P62754,RS6_MOUSE,Rps6,,,,
K1C14_MOUSE,Q61781,K1C14_MOUSE,Krt14,,,,
CAZA1_MOUSE,P47753,CAZA1_MOUSE,Capza1,,,,
ELP1_MOUSE,Q7TT37,ELP1_MOUSE,Elp1,,,,
SRPRB_MOUSE,P47758,SRPRB_MOUSE,Srprb,,,,
RS5_MOUSE,P97461,RS5_MOUSE,Rps5,,,,
TBC15_MOUSE,Q9CXF4,TBC15_MOUSE,Tbc1d15,,,,
SEPT9_MOUSE,Q80UG5,SEPT9_MOUSE,Septin9,,,,
RAC1_MOUSE,P63001,RAC1_MOUSE,Rac1,,,,
EIF3D_MOUSE,O70194,EIF3D_MOUSE,Eif3d,,,,
ADT1_MOUSE,P48962,ADT1_MOUSE,Slc25a4,,,,
MPCP_MOUSE,Q8VEM8,MPCP_MOUSE,Slc25a3,,,,
ELP3_MOUSE,Q9CZX0,ELP3_MOUSE,Elp3,,,,
SSRD_MOUSE,Q62186,SSRD_MOUSE,Ssr4,,,,
ABCF1_MOUSE,Q6P542,ABCF1_MOUSE,Abcf1,,,,
RAB2A_MOUSE,P53994,RAB2A_MOUSE,Rab2a,,,,
SYMC_MOUSE,Q68FL6,SYMC_MOUSE,Mars1,,,,
GIT2_MOUSE,Q9JLQ2,GIT2_MOUSE,Git2,,,,
E41L2_MOUSE,O70318,E41L2_MOUSE,Epb41l2,,,,
VGFR1_MOUSE,P35969,VGFR1_MOUSE,Flt1,,,,
MAGD1_MOUSE,Q9QYH6,MAGD1_MOUSE,Maged1,,,,
BAP31_MOUSE,Q61335,BAP31_MOUSE,Bcap31,,,,
OBSL1_MOUSE,D3YYU8,OBSL1_MOUSE,Obsl1,,,,
DEGS1_MOUSE,O09005,DEGS1_MOUSE,Degs1,,,,
PLAC8_MOUSE,Q9JI48,PLAC8_MOUSE,Plac8,,,,
PR2C5_MOUSE,Q9JLV9,PR2C5_MOUSE,Prl2c5,,,,
WNK1_MOUSE,P83741,WNK1_MOUSE,Wnk1,,,,
RL19_MOUSE,P84099,RL19_MOUSE,Rpl19,,,,
MORC3_MOUSE,F7BJB9,MORC3_MOUSE,Morc3,,,,
K2C73_MOUSE,Q6NXH9,K2C73_MOUSE,Krt73,,,,
K2C6A_MOUSE,P50446,K2C6A_MOUSE,Krt6a,,,,
LEG3_MOUSE,P16110,LEG3_MOUSE,Lgals3,,,,
PTMA_MOUSE,P26350,PTMA_MOUSE,Ptma,,,,
H2B1M_MOUSE,P10854,H2B1M_MOUSE,H2bc14,,,,
H2B1C_MOUSE,Q6ZWY9,H2B1C_MOUSE,Hist1h2bc,,,,
H2B2B_MOUSE,Q64525,H2B2B_MOUSE,Hist2h2bb,,,,
VDAC1_MOUSE,Q60932,VDAC1_MOUSE,Vdac1,,,,
PCBP2_MOUSE,Q61990,PCBP2_MOUSE,Pcbp2,,,,
THIKA_MOUSE,Q921H8,THIKA_MOUSE,Acaa1a,,,,
RL27A_MOUSE,P14115,RL27A_MOUSE,Rpl27a,,,,
RL14_MOUSE,Q9CR57,RL14_MOUSE,Rpl14,,,,
RL24_MOUSE,Q8BP67,RL24_MOUSE,Rpl24,,,,
TNR9_MOUSE,P20334,TNR9_MOUSE,Tnfrsf9,,,,
TSP_MOUSE,P13438,TSP_MOUSE,Tpbpa,,,,
H2B1P_MOUSE,Q8CGP2,H2B1P_MOUSE,Hist1h2bp,,,,
H2B1K_MOUSE,Q8CGP1,H2B1K_MOUSE,H2bc12,,,,
H2B1F_MOUSE,P10853,H2B1F_MOUSE,Hist1h2bf,,,,
H14_MOUSE,P43274,H14_MOUSE,H1-4,,,,
RL37A_MOUSE,P61514,RL37A_MOUSE,Rpl37a,,,,
RL31_MOUSE,P62900,RL31_MOUSE,Rpl31,,,,
RS30_MOUSE,P62862,RS30_MOUSE,Fau,,,,
RL26_MOUSE,P61255,RL26_MOUSE,Rpl26,,,,
K2C75_MOUSE,Q8BGZ7,K2C75_MOUSE,Krt75,,,,
B3AT_MOUSE,P04919,B3AT_MOUSE,Slc4a1,,,,
RHOC_MOUSE,Q62159,RHOC_MOUSE,Rhoc,,,,
NP1L4_MOUSE,Q78ZA7,NP1L4_MOUSE,Nap1l4,,,,
GBB1_MOUSE,P62874,GBB1_MOUSE,Gnb1,,,,
PRS7_MOUSE,P46471,PRS7_MOUSE,Psmc2,,,,
FLNA_MOUSE,Q8BTM8,FLNA_MOUSE,Flna,,,,
GBB4_MOUSE,P29387,GBB4_MOUSE,Gnb4,,,,
RHG01_MOUSE,Q5FWK3,RHG01_MOUSE,Arhgap1,,,,
ABCE1_MOUSE,P61222,ABCE1_MOUSE,Abce1,,,,
NUCB2_MOUSE,P81117,NUCB2_MOUSE,Nucb2,,,,
PNPH_MOUSE,P23492,PNPH_MOUSE,Pnp,,,,
VAPA_MOUSE,Q9WV55,VAPA_MOUSE,Vapa,,,,
NP1L1_MOUSE,P28656,NP1L1_MOUSE,Nap1l1,,,,
TMEDA_MOUSE,Q9D1D4,TMEDA_MOUSE,Tmed10,,,,
UBXN1_MOUSE,Q922Y1,UBXN1_MOUSE,Ubxn1,,,,
GNAS1_MOUSE,Q6R0H7,GNAS1_MOUSE,Gnas,,,,
AGM1_MOUSE,Q9CYR6,AGM1_MOUSE,Pgm3,,,,
OSBP1_MOUSE,Q3B7Z2,OSBP1_MOUSE,Osbp,,,,
RALB_MOUSE,Q9JIW9,RALB_MOUSE,Ralb,,,,
SEP11_MOUSE,Q8C1B7,SEP11_MOUSE,Septin11,,,,
ECM29_MOUSE,Q6PDI5,ECM29_MOUSE,Ecpas,,,,
SRP68_MOUSE,Q8BMA6,SRP68_MOUSE,Srp68,,,,
NACA_MOUSE,Q60817,NACA_MOUSE,Naca,,,,
RAC3_MOUSE,P60764,RAC3_MOUSE,Rac3,,,,
ARC1B_MOUSE,Q9WV32,ARC1B_MOUSE,Arpc1b,,,,
PRDX6_MOUSE,O08709,PRDX6_MOUSE,Prdx6,,,,
PRS10_MOUSE,P62334,PRS10_MOUSE,Psmc6,,,,
RL7_MOUSE,P14148,RL7_MOUSE,Rpl7,,,,
SC22B_MOUSE,O08547,SC22B_MOUSE,Sec22b,,,,
ESTD_MOUSE,Q9R0P3,ESTD_MOUSE,Esd,,,,
STT3A_MOUSE,P46978,STT3A_MOUSE,Stt3a,,,,
RL13A_MOUSE,P19253,RL13A_MOUSE,Rpl13a,,,,
SSRA_MOUSE,Q9CY50,SSRA_MOUSE,Ssr1,,,,
GMPPA_MOUSE,Q922H4,GMPPA_MOUSE,Gmppa,,,,
S61A1_MOUSE,P61620,S61A1_MOUSE,Sec61a1,,,,
FNTA_MOUSE,Q61239,FNTA_MOUSE,Fnta,,,,
PCBP3_MOUSE,P57722,PCBP3_MOUSE,Pcbp3,,,,
BIN2_MOUSE,D3Z6Q9,BIN2_MOUSE,Bin2,,,,
DAD1_MOUSE,P61804,DAD1_MOUSE,Dad1,,,,
MTAP_MOUSE,Q9CQ65,MTAP_MOUSE,Mtap,,,,
UBFD1_MOUSE,Q78JW9,UBFD1_MOUSE,Ubfd1,,,,
TKFC_MOUSE,Q8VC30,TKFC_MOUSE,Tkfc,,,,
ABRAL_MOUSE,Q4KML4,ABRAL_MOUSE,Abracl,,,,
LRRF1_MOUSE,Q3UZ39,LRRF1_MOUSE,Lrrfip1,,,,
ERF3A_MOUSE,Q8R050,ERF3A_MOUSE,Gspt1,,,,
RAB18_MOUSE,P35293,RAB18_MOUSE,Rab18,,,,
AP1B1_MOUSE,O35643,AP1B1_MOUSE,Ap1b1,,,,
XPP1_MOUSE,Q6P1B1,XPP1_MOUSE,Xpnpep1,,,,
UBP14_MOUSE,Q9JMA1,UBP14_MOUSE,Usp14,,,,
RL10A_MOUSE,P53026,RL10A_MOUSE,Rpl10a,,,,
PA1B2_MOUSE,Q61206,PA1B2_MOUSE,Pafah1b2,,,,
RCN2_MOUSE,Q8BP92,RCN2_MOUSE,Rcn2,,,,
CYB5_MOUSE,P56395,CYB5_MOUSE,Cyb5a,,,,
ELOC_MOUSE,P83940,ELOC_MOUSE,Eloc,,,,
ELP2_MOUSE,Q91WG4,ELP2_MOUSE,Elp2,,,,
RL22L_MOUSE,Q9D7S7,RL22L_MOUSE,Rpl22l1,,,,
PAIRB_MOUSE,Q9CY58,PAIRB_MOUSE,Serbp1,,,,
GPX41_MOUSE,O70325,GPX4_MOUSE,Gpx4,,,,
CUL7_MOUSE,Q8VE73,CUL7_MOUSE,Cul7,,,,
SGTA_MOUSE,Q8BJU0,SGTA_MOUSE,Sgta,,,,
MCFD2_MOUSE,Q8K5B2,MCFD2_MOUSE,Mcfd2,,,,
UBQL1_MOUSE,Q8R317,UBQL1_MOUSE,Ubqln1,,,,
RS26_MOUSE,P62855,RS26_MOUSE,Rps26,,,,
SSRG_MOUSE,Q9DCF9,SSRG_MOUSE,Ssr3,,,,
SC61G_MOUSE,P60060,SC61G_MOUSE,Sec61g,,,,
STK24_MOUSE,Q99KH8,STK24_MOUSE,Stk24,,,,
DUS6_MOUSE,Q9DBB1,DUS6_MOUSE,Dusp6,,,,
DUS7_MOUSE,Q91Z46,DUS7_MOUSE,Dusp7,,,,
UCHL4_MOUSE,P58321,UCHL4_MOUSE,Uchl4,,,,
RL28_MOUSE,P41105,RL28_MOUSE,Rpl28,,,,
DYLT1_MOUSE,P51807,DYLT1_MOUSE,Dynlt1,,,,
SC11A_MOUSE,Q9R0P6,SC11A_MOUSE,Sec11a,,,,
ROA3_MOUSE,Q8BG05,ROA3_MOUSE,Hnrnpa3,,,,
PLCH1_MOUSE,Q4KWH5,PLCH1_MOUSE,Plch1,,,,
MAP4_MOUSE,P27546,MAP4_MOUSE,Map4,,,,
ACLY_MOUSE,Q91V92,ACLY_MOUSE,Acly,,,,
K2C79_MOUSE,Q8VED5,K2C79_MOUSE,Krt79,,,,
ASNS_MOUSE,Q61024,ASNS_MOUSE,Asns,,,,
SRC8_MOUSE,Q60598,SRC8_MOUSE,Cttn,,,,
SEPT6_MOUSE,Q9R1T4,SEPT6_MOUSE,Septin6,,,,
HDAC6_MOUSE,Q9Z2V5,HDAC6_MOUSE,Hdac6,,,,
LYZ1_MOUSE,P17897,LYZ1_MOUSE,Lyz1,,,,
BAX_MOUSE,Q07813,BAX_MOUSE,Bax,,,,
CCDC6_MOUSE,D3YZP9,CCDC6_MOUSE,Ccdc6,,,,
ALG5_MOUSE,Q9DB25,ALG5_MOUSE,Alg5,,,,
WNK3_MOUSE,Q80XP9,WNK3_MOUSE,Wnk3,,,,
OSTC_MOUSE,Q78XF5,OSTC_MOUSE,Ostc,,,,
INF2_MOUSE,Q0GNC1,INF2_MOUSE,Inf2,,,,
CMTR2_MOUSE,Q8BWQ4,CMTR2_MOUSE,Cmtr2,,,,
K1C17_MOUSE,Q9QWL7,K1C17_MOUSE,Krt17,,,,
COX5B_MOUSE,P19536,COX5B_MOUSE,Cox5b,,,,
MAGI1_MOUSE,Q6RHR9,MAGI1_MOUSE,Magi1,,,,
3BHS6_MOUSE,O35469,3BHS6_MOUSE,Hsd3b6,,,,
SYNE2_MOUSE,Q6ZWQ0,SYNE2_MOUSE,Syne2,,,,
THIKB_MOUSE,Q8VCH0,THIKB_MOUSE,Acaa1b,,,,
IF4H_MOUSE,Q9WUK2,IF4H_MOUSE,Eif4h,,,,
T22D1_MOUSE,P62500,T22D1_MOUSE,Tsc22d1,,,,
CDV3_MOUSE,Q4VAA2,CDV3_MOUSE,Cdv3,,,,
RL36_MOUSE,P47964,RL36_MOUSE,Rpl36,,,,
RS28_MOUSE,P62858,RS28_MOUSE,Rps28,,,,
TOM20_MOUSE,Q9DCC8,TOM20_MOUSE,Tomm20,,,,
YB039_MOUSE,Q8BT35,MTLN_MOUSE,Mtln,,,,
HSP72_MOUSE,P17156,HSP72_MOUSE,Hspa2,,,,
QCR9_MOUSE,Q8R1I1,QCR9_MOUSE,Uqcr10,,,,
GLUC_MOUSE,P55095,GLUC_MOUSE,Gcg,,,,
